idx,issue_time,comp_time,cmd_type,lba,size(KB),latency(us),queue_cnt,cpu_no,host_no,tag,nextlba,continuity
330,3037.841724,3037.842081,READ_10,286263792,8,357,4,002,1,11,286263808,0
329,3037.841723,3037.842090,READ_10,286263784,4,367,3,002,1,10,286263792,0
331,3037.842366,3037.842450,READ_10,286272840,4,84,1,004,1,12,286272848,0
332,3037.842373,3037.842544,READ_10,286272768,36,171,2,004,1,13,286272840,0
333,3037.842375,3037.842711,READ_10,286272848,92,336,3,004,1,14,286273032,0
334,3037.842488,3037.842771,READ_10,286347256,4,283,3,004,1,15,286347264,0
335,3037.842847,3037.842929,READ_10,164943696,8,82,1,002,1,12,164943712,0
336,3037.843126,3037.843194,READ_10,2494136,4,68,1,002,1,13,2494144,0
337,3037.843254,3037.843449,READ_10,2494008,64,195,1,002,1,14,2494136,0
338,3037.844161,3037.844270,READ_10,2493984,12,109,1,004,1,16,2494008,0
339,3037.863759,3037.863831,READ_10,286329192,4,72,1,004,1,17,286329200,0
340,3037.863936,3037.864003,READ_10,286358608,4,67,1,004,1,18,286358616,0
341,3037.864129,3037.864197,READ_10,286329232,4,68,1,002,1,15,286329240,0
342,3037.864360,3037.864427,READ_10,286329208,4,67,1,002,1,19,286329216,0
343,3037.864525,3037.864608,READ_10,286358600,4,83,1,002,1,20,286358608,0
344,3037.864956,3037.865022,READ_10,286329200,4,66,1,002,1,21,286329208,0
345,3037.865253,3037.865319,READ_10,286329216,4,66,1,002,1,22,286329224,0
346,3037.865899,3037.865983,READ_10,383970824,8,84,1,002,1,23,383970840,0
347,3037.866143,3037.866230,READ_10,286352400,4,87,1,002,1,24,286352408,0
348,3037.866384,3037.866464,READ_10,307351536,4,80,1,002,1,25,307351544,0
349,3037.866529,3037.866716,READ_10,451173872,48,187,1,002,1,26,451173968,0
350,3037.867085,3037.867153,READ_10,451174264,4,68,1,002,1,27,451174272,0
351,3037.867326,3037.867448,READ_10,451174384,16,122,1,002,1,28,451174416,0
352,3037.867772,3037.867861,READ_10,451174536,8,89,1,002,1,29,451174552,0
353,3037.868518,3037.868587,READ_10,383971232,4,69,1,002,1,30,383971240,0
354,3037.868753,3037.868837,READ_10,451174128,8,84,1,002,1,0,451174144,0
355,3037.869002,3037.869121,READ_10,451174504,16,119,1,002,1,1,451174536,0
356,3037.869325,3037.869469,READ_10,451174072,28,144,1,002,1,2,451174128,0
357,3037.869709,3037.869830,READ_10,451174760,12,121,1,002,1,3,451174784,0
358,3037.870469,3037.870587,READ_10,451174552,16,118,1,004,1,19,451174584,0
359,3037.870867,3037.871005,READ_10,451174600,24,138,1,004,1,20,451174648,0
360,3037.871239,3037.871340,READ_10,451174584,8,101,1,004,1,21,451174600,0
361,3037.871854,3037.871995,READ_10,451174144,28,141,1,004,1,22,451174200,0
362,3037.872782,3037.872866,READ_10,451174016,8,84,1,004,1,23,451174032,0
363,3037.873123,3037.873224,READ_10,55314456,8,101,1,004,1,31,55314472,0
364,3037.873533,3037.873865,READ_10,286275584,116,332,1,004,1,4,286275816,0
366,3037.873539,3037.873888,READ_10,286275824,12,349,3,004,1,6,286275848,0
365,3037.873538,3037.873898,READ_10,286275816,4,360,2,004,1,5,286275824,0
367,3037.873999,3037.874127,READ_10,451174928,20,128,1,004,1,7,451174968,0
368,3037.875093,3037.875178,READ_10,55327000,8,85,1,004,1,8,55327016,0
369,3037.875359,3037.875502,READ_10,451173968,24,143,1,004,1,9,451174016,0
370,3037.875969,3037.876093,READ_10,451174784,16,124,1,004,1,10,451174816,0
371,3037.876334,3037.876456,READ_10,28195768,16,122,1,004,1,11,28195800,0
372,3037.876551,3037.876672,READ_10,28195800,16,121,1,004,1,12,28195832,1
373,3037.876962,3037.877070,READ_10,55314472,8,108,1,004,1,13,55314488,0
374,3037.877417,3037.877501,READ_10,451174272,8,84,1,004,1,14,451174288,0
375,3037.877685,3037.877850,READ_10,451174672,20,165,1,004,1,15,451174712,0
376,3037.878074,3037.878159,READ_10,451174664,4,85,1,004,1,16,451174672,0
377,3037.878904,3037.879022,READ_10,28195728,16,118,1,004,1,17,28195760,0
378,3037.879109,3037.879177,READ_10,28195760,4,68,1,004,1,18,28195768,1
379,3037.879496,3037.879736,READ_10,286275848,80,240,1,004,1,19,286276008,0
381,3037.879502,3037.879817,READ_10,286276016,44,315,3,004,1,21,286276104,0
380,3037.879500,3037.879825,READ_10,286276008,4,325,2,004,1,20,286276016,0
382,3037.879932,3037.880022,READ_10,55328888,8,90,1,004,1,22,55328904,0
383,3037.880208,3037.880346,READ_10,55314504,16,138,1,004,1,23,55314536,0
384,3037.880606,3037.880814,READ_10,55316200,44,208,1,004,1,24,55316288,0
385,3037.881450,3037.881534,READ_10,383971000,8,84,1,004,1,25,383971016,0
386,3037.882277,3037.882476,READ_10,286273032,56,199,1,004,1,26,286273144,0
387,3037.882281,3037.882484,READ_10,286273144,4,203,2,004,1,27,286273152,1
388,3037.882283,3037.882638,READ_10,286273152,68,355,3,004,1,28,286273288,1
389,3037.882544,3037.882825,READ_10,303204856,28,281,2,004,1,29,303204912,0
390,3037.883093,3037.883178,READ_10,286352488,4,85,1,004,1,30,286352496,0
391,3037.883336,3037.883416,READ_10,307351528,4,80,1,002,1,4,307351536,0
392,3037.883457,3037.883524,READ_10,451174208,4,67,1,002,1,5,451174216,0
393,3037.883753,3037.883867,READ_10,451174232,12,114,1,002,1,6,451174256,0
394,3037.884041,3037.884109,READ_10,451174216,4,68,1,002,1,7,451174224,0
395,3037.884690,3037.884758,READ_10,55315976,4,68,1,002,1,8,55315984,0
396,3037.884905,3037.885154,READ_10,80109408,68,249,1,002,1,9,80109544,0
397,3037.885849,3037.885920,READ_10,290523512,4,71,1,002,1,10,290523520,0
398,3037.886095,3037.886179,READ_10,286329176,4,84,1,002,1,11,286329184,0
399,3037.886202,3037.886268,READ_10,286359536,4,66,1,002,1,12,286359544,0
400,3037.886458,3037.886599,READ_10,303048960,12,141,1,002,1,13,303048984,0
402,3037.886463,3037.886822,READ_10,303048992,116,359,3,002,1,15,303049224,0
401,3037.886461,3037.886830,READ_10,303048984,4,369,2,002,1,14,303048992,0
403,3037.886883,3037.886950,READ_10,303145056,4,67,1,002,1,16,303145064,0
404,3037.887257,3037.887341,READ_10,286359352,4,84,1,002,1,17,286359360,0
405,3037.888772,3037.888942,READ_10,313320496,16,170,1,002,1,18,313320528,0
406,3037.888811,3037.889043,READ_10,313320536,56,232,2,002,1,19,313320648,0
407,3037.888820,3037.889052,READ_10,313320736,4,232,3,002,1,20,313320744,0
408,3037.922522,3037.922619,READ_10,286329160,4,97,1,000,1,31,286329168,0
409,3037.922705,3037.922773,READ_10,286359496,4,68,1,000,1,0,286359504,0
410,3037.922808,3037.922894,READ_10,286340584,4,86,1,000,1,1,286340592,0
411,3037.922864,3037.923110,READ_10,114297344,72,246,2,004,1,2,114297488,0
414,3037.922874,3037.923136,READ_10,114297560,12,262,5,004,1,5,114297584,0
412,3037.922869,3037.923188,READ_10,114297496,28,319,3,004,1,3,114297552,0
415,3037.922875,3037.923204,READ_10,114297592,8,329,6,004,1,6,114297608,0
413,3037.922870,3037.923213,READ_10,114297552,4,343,4,004,1,4,114297560,0
416,3037.923251,3037.923319,READ_10,135923048,4,68,1,004,1,7,135923056,0
417,3037.923602,3037.923755,READ_10,89609736,16,153,1,005,1,7,89609768,0
418,3037.923804,3037.923872,READ_10,1124856,4,68,1,005,1,8,1124864,0
419,3037.923905,3037.923972,READ_10,1059328,4,67,1,005,1,9,1059336,0
420,3037.923908,3037.923981,READ_10,1059320,4,73,2,005,1,10,1059328,0
421,3037.924028,3037.924095,READ_10,286329136,4,67,1,005,1,11,286329144,0
422,3037.924292,3037.924601,READ_10,286264576,120,309,1,005,1,12,286264816,0
423,3037.924295,3037.924609,READ_10,286264816,4,314,2,005,1,13,286264824,1
424,3037.924296,3037.924625,READ_10,286264824,8,329,3,005,1,14,286264840,1
425,3037.924887,3037.925010,READ_10,89609768,20,123,1,005,1,15,89609808,0
426,3037.925687,3037.925791,READ_10,59696,4,104,1,007,0,27,59704,0
427,3037.925782,3037.925807,WRITE_10,54977568,4,25,2,003,1,21,54977576,0
428,3037.925788,3037.925818,WRITE_10,55576680,4,30,3,003,1,22,55576688,0
429,3037.925789,3037.925830,WRITE_10,59770912,4,41,4,003,1,23,59770920,0
430,3037.925793,3037.925841,WRITE_10,61487176,4,48,4,003,1,24,61487184,0
431,3037.925794,3037.925853,WRITE_10,61487776,4,59,5,003,1,25,61487784,0
432,3037.925795,3037.925864,WRITE_10,61488072,4,69,6,003,1,26,61488080,0
433,3037.925796,3037.925876,WRITE_10,114559256,4,80,7,003,1,27,114559264,0
434,3037.925797,3037.925889,WRITE_10,330849016,4,92,8,003,1,28,330849024,0
435,3037.925798,3037.925899,WRITE_10,330849424,4,101,9,003,1,29,330849432,0
443,3037.925817,3037.925917,READ_10,37315520,4,100,16,007,0,28,37315528,0
436,3037.925799,3037.925920,WRITE_10,330851192,8,121,10,003,1,30,330851208,0
437,3037.925800,3037.925929,WRITE_10,330857136,4,129,11,003,1,0,330857144,0
438,3037.925801,3037.925940,WRITE_10,1050632,4,139,12,003,1,1,1050640,0
439,3037.925802,3037.925952,WRITE_10,1050656,4,150,13,003,1,2,1050664,0
440,3037.925803,3037.925971,WRITE_10,1050800,8,168,14,003,1,3,1050816,0
441,3037.925804,3037.925982,WRITE_10,1059160,4,178,15,003,1,4,1059168,0
442,3037.925805,3037.925992,WRITE_10,9439352,4,187,16,003,1,5,9439360,0
444,3037.925942,3037.926038,READ_10,1433064,4,96,5,007,0,29,1433072,0
445,3037.926052,3037.926082,WRITE_10,60952496,8,30,1,005,1,16,60952512,0
446,3037.926056,3037.926095,WRITE_10,135923048,4,39,2,005,1,17,135923056,0
448,3037.926058,3037.926105,WRITE_10,370168784,4,47,4,005,1,18,370168792,0
449,3037.926059,3037.926116,WRITE_10,122685544,4,57,5,003,1,6,122685552,0
450,3037.926060,3037.926128,WRITE_10,290524456,4,68,6,003,1,7,290524464,0
451,3037.926061,3037.926139,WRITE_10,357566592,4,78,7,003,1,8,357566600,0
452,3037.926062,3037.926158,WRITE_10,357566720,8,96,8,003,1,9,357566736,0
447,3037.926058,3037.926168,READ_10,1472384,4,110,3,007,0,30,1472392,0
453,3037.926063,3037.926171,WRITE_10,357656568,4,108,9,003,1,10,357656576,0
454,3037.926064,3037.926181,WRITE_10,370149504,4,117,10,003,1,11,370149512,0
455,3037.926065,3037.926193,WRITE_10,370149536,4,128,11,003,1,12,370149544,0
456,3037.926066,3037.926204,WRITE_10,370149912,4,138,12,003,1,13,370149920,0
457,3037.926092,3037.926215,WRITE_10,61490888,4,123,12,004,1,14,61490896,0
458,3037.926097,3037.926227,WRITE_10,190405952,4,130,12,004,1,15,190405960,0
459,3037.926098,3037.926238,WRITE_10,190405984,4,140,13,004,1,19,190405992,0
460,3037.926099,3037.926250,WRITE_10,190406024,4,151,14,004,1,20,190406032,0
461,3037.926100,3037.926260,WRITE_10,190409296,4,160,15,004,1,21,190409304,0
462,3037.926282,3037.926303,WRITE_10,190410176,4,21,1,004,1,22,190410184,0
463,3037.926284,3037.926313,WRITE_10,190413512,4,29,2,004,1,23,190413520,0
467,3037.926850,3037.926964,READ_10,1471200,4,114,4,000,0,23,1471208,0
464,3037.926385,3037.927737,WRITE_10,138082304,704,1352,1,004,1,31,138083712,0
465,3037.926515,3037.929124,WRITE_10,138083712,728,2609,2,004,1,0,138085168,1
466,3037.926529,3037.929132,READ_10,9439280,4,2603,3,004,1,1,9439288,0
470,3037.929184,3037.929206,WRITE_10,11037528,4,22,3,002,1,21,11037536,0
471,3037.929246,3037.929303,WRITE_10,138085168,24,57,3,002,1,22,138085216,0
468,3037.927788,3037.929388,WRITE_10,118343840,832,1600,3,000,0,24,118345504,0
469,3037.927798,3037.929473,WRITE_10,118345504,40,1675,4,000,0,25,118345584,1
472,3037.929774,3037.929804,WRITE_10,37315536,8,30,1,000,0,26,37315552,0
473,3037.929863,3037.930026,READ_10,248776696,4,163,1,002,1,23,248776704,0
474,3037.930110,3037.930315,WRITE_10,248816864,100,205,1,002,1,24,248817064,0
475,3037.930351,3037.931505,SYNCHRONIZE_CACHE,0,0,1154,1,002,1,25,0,0
476,3037.931513,3037.931533,WRITE_10,248817064,4,20,1,002,1,26,248817072,0
477,3037.931538,3037.932383,SYNCHRONIZE_CACHE,0,0,845,1,002,1,27,0,0
478,3037.932672,3037.932697,WRITE_10,13560,4,25,1,000,0,31,13568,0
479,3037.932678,3037.932709,WRITE_10,32768,4,31,2,000,0,1,32776,0
480,3037.932679,3037.932721,WRITE_10,36920,4,42,3,000,0,2,36928,0
481,3037.932679,3037.932732,WRITE_10,48848,4,53,4,000,0,3,48856,0
482,3037.932681,3037.932743,WRITE_10,55600,4,62,5,000,0,4,55608,0
483,3037.932717,3037.932776,WRITE_10,8192,16,59,4,000,0,5,8224,0
484,3037.932807,3037.932820,SYNCHRONIZE_CACHE,0,0,13,1,000,0,6,0,0
485,3037.932829,3037.932850,WRITE_10,8224,4,21,1,002,0,12,8232,0
486,3037.932858,3037.932869,SYNCHRONIZE_CACHE,0,0,11,1,002,0,13,0,0
487,3037.933010,3037.933049,WRITE_10,1050624,12,39,1,005,1,19,1050648,0
488,3037.933014,3037.933061,WRITE_10,1050656,4,47,2,005,1,20,1050664,0
489,3037.933015,3037.933079,WRITE_10,1050688,8,64,3,005,1,21,1050704,0
490,3037.933016,3037.933090,WRITE_10,1050728,4,74,4,005,1,22,1050736,0
491,3037.933017,3037.933101,WRITE_10,9439280,4,84,5,005,1,23,9439288,0
492,3037.933018,3037.933113,WRITE_10,30410856,4,95,6,005,1,28,30410864,0
493,3037.933019,3037.933125,WRITE_10,59770912,4,106,7,005,1,29,59770920,0
494,3037.933019,3037.933136,WRITE_10,114297488,4,117,8,005,1,30,114297496,0
495,3037.933020,3037.933148,WRITE_10,114297552,4,128,9,005,1,2,114297560,0
496,3037.933021,3037.933159,WRITE_10,114559256,4,138,10,005,1,3,114559264,0
497,3037.933023,3037.933171,WRITE_10,118491144,4,148,11,005,1,4,118491152,0
498,3037.933024,3037.933182,WRITE_10,118491392,4,158,12,005,1,5,118491400,0
499,3037.933025,3037.933194,WRITE_10,118491424,4,169,13,005,1,6,118491432,0
500,3037.933026,3037.933205,WRITE_10,118757576,4,179,14,005,1,7,118757584,0
501,3037.933027,3037.933218,WRITE_10,135268432,4,191,15,005,1,8,135268440,0
502,3037.933028,3037.933227,WRITE_10,210765840,4,199,16,005,1,9,210765848,0
503,3037.933244,3037.933273,WRITE_10,370149672,8,29,1,005,1,10,370149688,0
504,3037.933247,3037.933283,WRITE_10,441461176,4,36,2,005,1,11,441461184,0
505,3037.933524,3037.933593,READ_10,61338896,4,69,1,004,1,2,61338904,0
506,3037.934183,3037.934341,READ_10,89619472,16,158,1,001,1,12,89619504,0
507,3037.934594,3037.934752,READ_10,89619504,20,158,1,001,1,13,89619544,1
508,3039.643695,3039.645495,READ_10,291598536,4,1800,1,007,1,14,291598544,0
509,3039.905849,3039.907846,READ_10,290457856,16,1997,1,003,1,15,290457888,0
510,3039.905854,3039.907849,READ_10,290457888,4,1995,2,003,1,16,290457896,1
511,3039.905855,3039.907851,READ_10,290457896,112,1996,3,003,1,17,290458120,1
512,3039.907968,3039.908054,READ_10,290524008,4,86,1,003,1,18,290524016,0
513,3039.908251,3039.908421,READ_10,290465280,32,170,1,003,1,19,290465344,0
514,3039.908255,3039.908429,READ_10,290465344,4,174,2,003,1,20,290465352,1
515,3039.908256,3039.908604,READ_10,290465352,96,348,3,003,1,21,290465544,1
516,3039.908465,3039.908663,READ_10,290547056,4,198,2,003,1,22,290547064,0
517,3039.908699,3039.908783,READ_10,118557272,4,84,1,003,1,23,118557280,0
518,3040.935958,3040.937825,READ_10,286266368,68,1867,1,004,1,3,286266504,0
519,3040.935964,3040.937828,READ_10,286266504,4,1864,2,004,1,4,286266512,1
520,3040.935966,3040.937948,READ_10,286266512,60,1982,3,004,1,5,286266632,1
521,3040.938446,3040.938572,READ_10,30930944,16,126,1,000,1,6,30930976,0
522,3040.938861,3040.939103,READ_10,30934312,72,242,1,000,1,7,30934456,0
523,3040.939560,3040.939881,READ_10,30932448,128,321,1,000,1,8,30932704,0
524,3040.939997,3040.940327,READ_10,30930976,112,330,1,000,1,9,30931200,0
525,3040.940512,3040.940587,READ_10,286358648,4,75,1,000,1,10,286358656,0
526,3040.940654,3040.940741,READ_10,46834616,4,87,1,000,1,11,46834624,0
527,3040.940922,3040.941275,READ_10,286277120,124,353,1,000,1,12,286277368,0
528,3040.940925,3040.941283,READ_10,286277368,4,358,2,000,1,13,286277376,1
529,3040.941381,3040.941466,READ_10,294877000,4,85,1,000,1,14,294877008,0
530,3040.941511,3040.941595,READ_10,286354968,4,84,1,000,1,15,286354976,0
531,3040.941772,3040.941861,READ_10,286277640,4,89,1,000,1,16,286277648,0
533,3040.941776,3040.942126,READ_10,286277656,120,350,3,000,1,18,286277896,0
532,3040.941775,3040.942134,READ_10,286277648,4,359,2,000,1,17,286277656,0
534,3040.942348,3040.942433,READ_10,286354976,4,85,1,000,1,19,286354984,0
535,3040.942620,3040.942872,READ_10,286265856,76,252,1,000,1,20,286266008,0
537,3040.942625,3040.943018,READ_10,286266016,52,393,3,000,1,22,286266120,0
536,3040.942624,3040.943026,READ_10,286266008,4,402,2,000,1,21,286266016,0
538,3040.943054,3040.943139,READ_10,286355024,4,85,1,000,1,23,286355032,0
539,3040.943175,3040.943297,READ_10,12065792,16,122,1,000,1,31,12065824,0
540,3040.943404,3040.943601,READ_10,12066064,68,197,1,000,1,0,12066200,0
541,3040.943695,3040.944002,READ_10,12065824,112,307,1,000,1,1,12066048,0
542,3040.944052,3040.944136,READ_10,286355000,4,84,1,000,1,2,286355008,0
543,3040.944166,3040.944250,READ_10,286354952,4,84,1,000,1,3,286354960,0
544,3040.944286,3040.944443,READ_10,123867632,16,157,1,000,1,4,123867664,0
545,3040.944573,3040.944693,READ_10,12199424,16,120,1,000,1,5,12199456,0
546,3040.944815,3040.945011,READ_10,12199568,68,196,1,000,1,6,12199704,0
547,3040.945056,3040.945140,READ_10,286355032,4,84,1,000,1,7,286355040,0
548,3040.945186,3040.945335,READ_10,12065024,16,149,1,000,1,8,12065056,0
549,3040.945444,3040.945688,READ_10,12065128,68,244,1,000,1,9,12065264,0
550,3040.945757,3040.945825,READ_10,286354984,4,68,1,000,1,10,286354992,0
551,3040.945856,3040.945939,READ_10,286355048,4,83,1,000,1,11,286355056,0
552,3040.945973,3040.946097,READ_10,12101632,16,124,1,000,1,12,12101664,0
553,3040.946205,3040.946420,READ_10,12104480,68,215,1,000,1,13,12104616,0
554,3040.946521,3040.946841,READ_10,12101704,128,320,1,000,1,14,12101960,0
555,3040.946949,3040.947022,READ_10,286355040,4,73,1,000,1,15,286355048,0
556,3040.947171,3040.947295,READ_10,12126208,16,124,1,000,1,16,12126240,0
557,3040.947460,3040.947692,READ_10,12143128,72,232,1,000,1,17,12143272,0
558,3040.947799,3040.948111,READ_10,12126272,128,312,1,000,1,18,12126528,0
559,3040.948220,3040.948311,READ_10,286354912,4,91,1,000,1,19,286354920,0
560,3040.948429,3040.948550,READ_10,31713280,16,121,1,000,1,20,31713312,0
561,3040.948668,3040.948873,READ_10,31713464,68,205,1,000,1,21,31713600,0
562,3040.948937,3040.949004,READ_10,46829408,4,67,1,000,1,22,46829416,0
563,3040.949038,3040.949164,READ_10,12069888,16,126,1,000,1,23,12069920,0
564,3040.949270,3040.949491,READ_10,12070416,68,221,1,000,1,24,12070552,0
565,3040.949610,3040.949938,READ_10,12069920,128,328,1,000,1,25,12070176,0
566,3040.949755,3040.950015,READ_10,286358592,4,260,2,000,1,26,286358600,0
567,3040.950151,3040.950370,READ_10,307360944,68,219,1,000,1,27,307361080,0
568,3040.950572,3040.950715,READ_10,286276864,24,143,1,000,1,28,286276912,0
569,3040.950575,3040.950723,READ_10,286276912,4,148,2,000,1,29,286276920,1
570,3040.950577,3040.950946,READ_10,286276920,100,369,3,000,1,30,286277120,1
571,3040.950812,3040.951048,READ_10,370241560,12,236,2,000,1,0,370241584,0
572,3040.951117,3040.951239,READ_10,12066816,16,122,1,000,1,1,12066848,0
573,3040.951363,3040.951591,READ_10,12068504,72,228,1,000,1,2,12068648,0
574,3040.951688,3040.952002,READ_10,12066848,116,314,1,000,1,3,12067080,0
575,3040.952181,3040.952299,READ_10,12065280,16,118,1,000,1,4,12065312,0
576,3040.952538,3040.952739,READ_10,12065624,68,201,1,000,1,5,12065760,0
577,3040.952830,3040.953134,READ_10,12065360,128,304,1,000,1,6,12065616,0
578,3040.953181,3040.953265,READ_10,286354920,4,84,1,000,1,7,286354928,0
579,3040.953295,3040.953378,READ_10,286354992,4,83,1,000,1,8,286355000,0
580,3040.953413,3040.953533,READ_10,12064768,16,120,1,000,1,9,12064800,0
581,3040.953633,3040.953841,READ_10,12064800,64,208,1,000,1,10,12064928,1
582,3040.954010,3040.954262,READ_10,298968712,72,252,1,000,1,11,298968856,0
583,3040.954387,3040.954488,READ_10,298967808,8,101,1,000,1,12,298967824,0
584,3040.954698,3040.955036,READ_10,290476288,112,338,1,000,1,13,290476512,0
585,3040.954702,3040.955048,READ_10,290476512,4,346,2,000,1,14,290476520,1
586,3040.954703,3040.955073,READ_10,290476520,16,370,3,000,1,15,290476552,1
587,3040.955178,3040.955253,READ_10,290667400,4,75,1,000,1,16,290667408,0
588,3040.955566,3040.955687,READ_10,12077056,16,121,1,000,1,17,12077088,0
589,3040.955811,3040.956073,READ_10,12098368,72,262,1,000,1,18,12098512,0
590,3040.956208,3040.956580,READ_10,12080928,128,372,1,000,1,19,12081184,0
592,3040.956806,3040.956910,READ_10,286267176,4,104,2,000,1,21,286267184,0
591,3040.956803,3040.956947,READ_10,286267136,20,144,1,000,1,20,286267176,0
593,3040.956807,3040.957170,READ_10,286267184,108,363,3,000,1,22,286267400,0
594,3040.957045,3040.957363,READ_10,80070840,68,318,2,000,1,23,80070976,0
595,3040.957502,3040.957631,READ_10,80060312,28,129,1,000,1,31,80060368,0
596,3040.957511,3040.957639,READ_10,80060400,4,128,2,000,1,0,80060408,0
597,3040.957794,3040.958023,READ_10,188290192,72,229,1,000,1,1,188290336,0
598,3040.958512,3040.958746,READ_10,114502944,72,234,1,000,1,2,114503088,0
599,3040.958896,3040.959152,READ_10,188287344,68,256,1,000,1,3,188287480,0
600,3040.959416,3040.959508,READ_10,286354944,4,92,1,000,1,4,286354952,0
601,3040.959568,3040.959689,READ_10,12068864,16,121,1,000,1,5,12068896,0
602,3040.959801,3040.960028,READ_10,12069032,72,227,1,000,1,6,12069176,0
603,3040.960099,3040.960327,READ_10,12068896,68,228,1,000,1,7,12069032,0
604,3040.960384,3040.960497,READ_10,59763720,16,113,1,000,1,8,59763752,0
605,3040.960583,3040.960737,READ_10,59763752,32,154,1,000,1,9,59763816,1
606,3040.960788,3040.960872,READ_10,286354960,4,84,1,000,1,10,286354968,0
607,3040.961048,3040.961285,READ_10,286264840,60,237,1,000,1,11,286264960,0
609,3040.961052,3040.961401,READ_10,286264968,64,349,3,000,1,13,286265096,0
